540,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,24/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:31,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
541,Aceites lubricantes usados,RPM/01,150,Kg,Toxico ,Mantenimiento,24/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:32,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
542,Sólidos de mantenimiento automotriz,SO2,8,Kg,Toxico ,Mantenimiento,28/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
543,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,28/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
544,Plomo de balanceo,O,10,Kg,Toxico ,Mantenimiento,28/05/2016,02/06/2016,Reciclado,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
545,Aceites lubricantes usados,RPM/01,300,Kg,Toxico Inflamable ,Mantenimiento,28/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:39,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
546,Plomo de balanceo,O,10,Kg,Toxico ,Mantenimiento,01/06/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,,Guillermo Rodríguez Nava,1,10/07/2016 01:40,06-10-PS-I-01-2011,,316
547,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,01/06/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:41,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
548,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,01/06/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,316
549,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,04/06/2016,14/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,323
550,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,04/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,323
551,Aceites lubricantes usados,RPM/01,50,Kg,Toxico Inflamable ,Mantenimiento,04/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:49,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,323
552,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,09/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:50,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,323
553,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,13/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,10/07/2016 01:51,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,323
554,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,04/05/2016,07/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:15,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
555,Aceites lubricantes usados,RPM/01,70,Kg,Toxico Inflamable ,Mantenimiento,04/05/2016,07/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
556,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,30,Kg,Toxico ,Mantenimiento,04/05/2016,07/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,11/07/2016 16:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,289
557,Sólidos de mantenimiento automotriz,SO2,2,Kg,Toxico ,Mantenimiento,06/05/2016,07/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:17,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
558,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,60,Kg,Toxico ,Mantenimiento,06/05/2016,07/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,11/07/2016 16:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,289
559,Sólidos de mantenimiento automotriz,SO2,25,Kg,Toxico ,Mantenimiento,06/05/2016,07/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:19,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
560,Aceites lubricantes usados,RPM/01,80,Kg,Toxico Inflamable ,Mantenimiento,06/05/2016,07/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:20,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
561,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,28/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:40,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
562,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,28/05/2016,02/06/2016,Formulación de combustibles alternos,,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:41,,14-070B-PS-II-087-2013,317
563,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,01/06/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
564,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,01/06/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:43,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
565,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,01/06/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:44,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
566,Sólidos impregnados con pintura,SO4,25,Kg,Toxico ,Mantenimiento,17/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:07,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
567,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,17/07/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:11,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
568,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,17/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
569,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,17/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:28,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
570,Sólidos impregnados con sustancias químicas,SO4,15,Kg,Toxico ,Mantenimiento,26/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:14,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
571,Sólidos impregnados con pintura,SO4,35,Kg,Toxico ,Mantenimiento,26/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:15,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
572,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,26/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
573,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,26/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
574,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,26/05/2016,27/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:31,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
575,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,60,Kg,Toxico ,Mantenimiento,26/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:32,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,306
576,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,26/05/2016,27/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,11/07/2016 17:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,305
577,Aceites lubricantes usados,RPM/01,350,Kg,Toxico Inflamable ,Mantenimiento,25/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:07,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
578,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,25/05/2016,26/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
579,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,25/05/2016,26/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
580,Telas o pieles impregnadas de residuos peligrosos,SO1,7,Kg,Toxico ,Mantenimiento,25/05/2016,26/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:10,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
581,Anticongelante,O,30,Kg,Toxico ,Mantenimiento,25/05/2016,26/05/2016,,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:11,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,301
582,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,30/05/2016,08/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:12,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
583,Sólidos de mantenimiento automotriz,SO2,2,Kg,Toxico ,Mantenimiento,30/05/2016,08/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:14,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
584,Sólidos de mantenimiento automotriz,SO2,2,Kg,Toxico ,Mantenimiento,30/05/2016,08/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
585,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,30/05/2016,08/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
586,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,02/06/2016,08/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:19,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
587,Sólidos de mantenimiento automotriz,SO2,1,Kg,Toxico ,Mantenimiento,02/06/2016,08/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
588,Sólidos de mantenimiento automotriz,SO2,1,Kg,Toxico ,Mantenimiento,02/06/2016,08/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:20,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
589,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,02/06/2016,08/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
590,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,06/06/2016,08/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:22,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
591,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,06/06/2016,08/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:24,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
592,Sólidos de mantenimiento automotriz,SO2,2,Kg,Toxico ,Mantenimiento,06/07/2016,08/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,11/07/2016 18:25,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,320
593,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,23/05/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
594,Telas o pieles impregnadas de residuos peligrosos,SO1,1,Kg,Toxico ,Mantenimiento,23/05/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:37,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
595,Telas o pieles impregnadas de residuos peligrosos,SO1,1,Kg,Toxico ,Mantenimiento,28/05/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
596,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,28/05/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,15/07/2016 17:24,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
597,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,28/05/2016,14/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,15/07/2016 17:24,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
598,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,28/05/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:41,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
599,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,28/05/2016,14/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
600,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,13/06/2016,14/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:43,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
601,Aceites lubricantes usados,RPM/01,300,Kg,Toxico Inflamable ,Mantenimiento,13/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:43,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
602,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,13/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:44,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
603,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,13/06/2016,14/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:45,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
604,Telas o pieles impregnadas de residuos peligrosos,SO1,3,Kg,Toxico ,Mantenimiento,13/06/2016,14/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,11/07/2016 18:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,324
605,Aceites lubricantes usados,RPM/01,450,Kg,Toxico Inflamable ,Mantenimiento,18/06/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
606,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,18/06/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:37,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
607,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,18/06/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
608,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,18/06/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
609,Sólidos impregnados con sustancias químicas,SO4,3,Kg,Toxico ,Mantenimiento,18/06/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:39,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
610,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,60,Kg,Toxico ,Mantenimiento,18/06/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:41,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,347
611,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,27/06/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
612,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,27/06/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:43,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
613,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,70,Kg,Toxico ,Mantenimiento,27/06/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:45,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,347
614,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,27/06/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:45,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
615,Aceites lubricantes usados,RPM/01,450,Kg,Toxico Inflamable ,Mantenimiento,27/06/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
616,Sólidos impregnados con sustancias químicas,SO4,4,Kg,Toxico ,Mantenimiento,27/06/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
617,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,50,Kg,Toxico ,Mantenimiento,06/07/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,347
618,Sólidos impregnados con sustancias químicas,SO4,3,Kg,Toxico ,Mantenimiento,06/07/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
619,Aceites lubricantes usados,RPM/01,600,Kg,Toxico Inflamable ,Mantenimiento,06/07/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
620,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,06/07/2016,07/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:49,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
621,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,06/07/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:50,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
622,Sólidos de mantenimiento automotriz,SO2,18,Kg,Toxico ,Mantenimiento,06/07/2016,07/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Guillermo Rodríguez Nava,1,12/07/2016 00:51,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,346
623,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,11/06/2016,24/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:05,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
624,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,11/06/2016,24/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:06,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
625,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,11/06/2016,24/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:07,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
626,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,17/06/2016,24/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
627,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,11/06/2016,24/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
628,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,17/06/2016,24/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
629,Aceites lubricantes usados,RPM/01,300,Kg,Toxico Inflamable ,Mantenimiento,17/06/2016,24/07/2016,Formulación de combustibles alternos,,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:10,,14-070B-PS-II-087-2013,334
630,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,23/06/2016,24/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:11,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
